Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Movie_Age,Genre_Count,Director_Frequency,Actor1_Frequency,Genre_Encoded,Director_Encoded,combined_features
Tera Mera Tedha Medha,2015.0,107.0,Comedy,4.0,9.0,Chittaranjan Tripathy,Rahul Bagga,Geetika Tyagi,Reema Vohra,11.0,1,1,5,145,481,Comedy Chittaranjan Tripathy Rahul Bagga Geetika Tyagi
Teraa Surroor,2016.0,106.0,"Action, Drama, Romance",2.6,840.0,Shawn Arranha,Himesh Reshammiya,Farah Karimaee,Naseeruddin Shah,10.0,3,2,7,47,2107,"Action, Drama, Romance Shawn Arranha Himesh Reshammiya Farah Karimaee"
Tere Bin Laden,2010.0,95.0,"Comedy, Drama",7.2,10234.0,Abhishek Sharma,Ali Zafar,Pradhuman Singh,Piyush Mishra,16.0,2,6,4,154,60,"Comedy, Drama Abhishek Sharma Ali Zafar Pradhuman Singh"
Tere Bin Laden: Dead Or Alive,2016.0,104.0,Comedy,4.3,860.0,Abhishek Sharma,Deepak Chandra,Manish Paul,Pradhuman Singh,10.0,1,6,1,145,60,Comedy Abhishek Sharma Deepak Chandra Manish Paul
Tere Bina Kya Jeena,1989.0,127.0,Family,5.1,13.0,P.P. Ghosh,Partho Ghosh,Shekhar Suman,Moon Moon Sen,37.0,1,1,1,312,1418,Family P.P. Ghosh Partho Ghosh Shekhar Suman
Tere Ghar Ke Samne,1963.0,149.0,"Romance, Musical, Comedy",7.4,394.0,Vijay Anand,Dev Anand,Nutan,Rajendranath Malhotra,63.0,3,11,55,379,2437,"Romance, Musical, Comedy Vijay Anand Dev Anand Nutan"
Tere Ishq Nachaya,2010.0,122.0,Romance,2.4,8.0,Ravinder Ravi,Gavie Chahal,Mannat Singh,Kanwaljit Singh,16.0,1,1,2,371,1788,Romance Ravinder Ravi Gavie Chahal Mannat Singh
Tere Liye,2001.0,138.0,"Drama, Family, Musical",5.3,52.0,Sanjay Gadhvi,Imran Ahmed Khan,Sonali Khare,Neelu Kohli,25.0,3,7,1,263,1980,"Drama, Family, Musical Sanjay Gadhvi Imran Ahmed Khan Sonali Khare"
Tere Mere Phere,2011.0,120.0,"Comedy, Drama, Romance",5.3,243.0,Deepa Sahi,Vinay Pathak,Riya Sen,Jagrat Desai,15.0,3,1,13,162,519,"Comedy, Drama, Romance Deepa Sahi Vinay Pathak Riya Sen"
Tere Mere Sapne,1971.0,175.0,"Drama, Romance",7.2,223.0,Vijay Anand,Dev Anand,Mumtaz,Mahesh Kaul,55.0,2,11,55,301,2437,"Drama, Romance Vijay Anand Dev Anand Mumtaz"
Tere Mere Sapne,1996.0,146.0,"Action, Comedy, Drama",6.2,483.0,Joy Augustine,Chandrachur Singh,Arshad Warsi,Priya Gill,30.0,3,2,3,19,906,"Action, Comedy, Drama Joy Augustine Chandrachur Singh Arshad Warsi"
Tere Naal Love Ho Gaya,2012.0,130.0,"Comedy, Drama, Romance",5.8,4120.0,Mandeep Kumar,Riteish Deshmukh,Genelia D'Souza,Om Puri,14.0,3,1,7,162,1166,"Comedy, Drama, Romance Mandeep Kumar Riteish Deshmukh Genelia D'Souza"
Tere Pyaar Mein,1978.0,103.0,Musical,5.9,7.0,Subhash Sharma,Mithun Chakraborty,Abha Dhulia,Vijayendra Ghatge,48.0,1,1,93,345,2222,Musical Subhash Sharma Mithun Chakraborty Abha Dhulia
Teree Sang: A Kidult Love Story,2009.0,132.0,"Drama, Romance",6.2,589.0,Satish Kaushik,Ruslaan Mumtaz,Sheena Shahabadi,Rajat Kapoor,17.0,2,14,3,301,2030,"Drama, Romance Satish Kaushik Ruslaan Mumtaz Sheena Shahabadi"
Teri Baahon Mein,1984.0,120.0,Romance,6.1,22.0,Umesh Mehra,Mohnish Bahl,Ayesha Shroff,Navin Nischol,42.0,1,10,2,371,2388,Romance Umesh Mehra Mohnish Bahl Ayesha Shroff
Teri Bhabhi Hai Pagle,2018.0,125.0,"Action, Comedy",3.1,125.0,Vinod Tiwari,Rajniesh Duggall,Nazia Hussain,Krishna Abhishek,8.0,2,1,5,17,2486,"Action, Comedy Vinod Tiwari Rajniesh Duggall Nazia Hussain"
Teri Dilli Meri Dili,2014.0,73.0,Drama,7.0,10.0,Sandeep Kumar Chandola,Pushpraj Gunjan,Madhulika Jatolia,Ridhi Jugran,12.0,1,1,1,246,1966,Drama Sandeep Kumar Chandola Pushpraj Gunjan Madhulika Jatolia
Teri Diwali Meri Christmas,2020.0,68.0,"Adventure, Fantasy, Romance",5.7,23.0,Anurag Jha,Anurag Jha,Hemavaishnave,Khushboo Moharkar,6.0,3,2,1,104,249,"Adventure, Fantasy, Romance Anurag Jha Anurag Jha Hemavaishnave"
Teri Kasam,1982.0,195.0,Romance,6.7,48.0,A.C. Trilogchander,Kumar Gaurav,Poonam Dhillon,Girish Karnad,44.0,1,3,4,371,7,Romance A.C. Trilogchander Kumar Gaurav Poonam Dhillon
Teri Maang Sitaron Se Bhar Doon,1982.0,155.0,Family,5.0,11.0,Raj Khosla,Nutan,Padmini Kolhapure,Raj Kiran,44.0,1,18,10,312,1611,Family Raj Khosla Nutan Padmini Kolhapure
Teri Meherbaniyan,1985.0,140.0,"Action, Crime, Drama",5.4,236.0,Vijay Reddy,Jackie Shroff,Poonam Dhillon,Raj Kiran,41.0,3,7,39,28,2450,"Action, Crime, Drama Vijay Reddy Jackie Shroff Poonam Dhillon"
Teri Meri Kahaani,2012.0,117.0,"Comedy, Drama, Romance",4.7,3873.0,Kunal Kohli,Shahid Kapoor,Priyanka Chopra Jonas,Prachi Desai,14.0,3,6,20,162,1085,"Comedy, Drama, Romance Kunal Kohli Shahid Kapoor Priyanka Chopra Jonas"
Teri Payal Mere Geet,1993.0,120.0,"Drama, Romance",5.3,36.0,Rehman Naushad,Govinda,Meenakshi Sheshadri,Alpana,33.0,2,1,55,301,1798,"Drama, Romance Rehman Naushad Govinda Meenakshi Sheshadri"
Terror,2016.0,130.0,"Action, Crime, Thriller",6.8,71.0,Satish Kasetty,Meka Srikanth,Nikita Thukral,Ravi Varma,10.0,3,1,1,37,2029,"Action, Crime, Thriller Satish Kasetty Meka Srikanth Nikita Thukral"
Terror Strike,2018.0,104.0,Action,6.2,9.0,Kamal Nathani,Rajat Bedi,Gayatri,Raj Hussain,8.0,1,2,3,0,976,Action Kamal Nathani Rajat Bedi Gayatri
Tevar,2015.0,157.0,"Action, Drama, Romance",4.0,3014.0,Amit Ravindernath Sharma,Arjun Kapoor,Sonakshi Sinha,Manoj Bajpayee,11.0,3,2,6,47,168,"Action, Drama, Romance Amit Ravindernath Sharma Arjun Kapoor Sonakshi Sinha"
Tezaab,1988.0,173.0,"Action, Drama, Romance",7.0,2026.0,N. Chandra,Anil Kapoor,Madhuri Dixit,Anupam Kher,38.0,3,11,53,47,1311,"Action, Drama, Romance N. Chandra Anil Kapoor Madhuri Dixit"
Tezz,2012.0,121.0,"Action, Crime, Drama",3.9,2254.0,Priyadarshan,Anil Kapoor,Ajay Devgn,Mohanlal,14.0,3,29,53,28,1540,"Action, Crime, Drama Priyadarshan Anil Kapoor Ajay Devgn"
Thackeray,2019.0,120.0,"Biography, Drama",5.2,3005.0,Abhijit Panse,Nawazuddin Siddiqui,Amrita Rao,Radha Sagar,7.0,2,1,16,134,42,"Biography, Drama Abhijit Panse Nawazuddin Siddiqui Amrita Rao"
Thakshak,1999.0,163.0,"Action, Crime, Drama",5.9,583.0,Govind Nihalani,Ajay Devgn,Tabu,Amrish Puri,27.0,3,11,70,28,697,"Action, Crime, Drama Govind Nihalani Ajay Devgn Tabu"
Thamizhan,2002.0,162.0,"Action, Drama",5.7,1633.0,A. Majid,Joseph Vijay,Priyanka Chopra Jonas,Nassar,24.0,2,1,5,38,2,"Action, Drama A. Majid Joseph Vijay Priyanka Chopra Jonas"
Thanedaar,1990.0,151.0,"Action, Crime, Drama",5.6,368.0,Raj N. Sippy,Jeetendra,Sanjay Dutt,Jaya Prada,36.0,3,17,89,28,1616,"Action, Crime, Drama Raj N. Sippy Jeetendra Sanjay Dutt"
Thanga Magan,1983.0,141.0,"Action, Drama",6.1,100.0,A. Jagannathan,Poornima Jayaram,Aachi Manorama,Poornima,43.0,2,3,1,38,1,"Action, Drama A. Jagannathan Poornima Jayaram Aachi Manorama"
Thank You,2011.0,125.0,Comedy,4.7,5433.0,Anees Bazmee,Akshay Kumar,Sonam Kapoor,Bobby Deol,15.0,1,13,82,145,205,Comedy Anees Bazmee Akshay Kumar Sonam Kapoor
Thanks Maa,2009.0,120.0,"Crime, Drama",7.9,698.0,Irfan Kamal,Master Shams,Master Salman,Master Jaffer,17.0,2,2,1,196,793,"Crime, Drama Irfan Kamal Master Shams Master Salman"
Thappad,2020.0,142.0,Drama,6.8,15063.0,Anubhav Sinha,Taapsee Pannu,Pavail Gulati,Kumud Mishra,6.0,1,10,7,246,241,Drama Anubhav Sinha Taapsee Pannu Pavail Gulati
That Girl in Yellow Boots,2010.0,103.0,"Crime, Drama, Mystery",6.7,3608.0,Anurag Kashyap,Kalki Koechlin,Prashant Prakash,Naseeruddin Shah,16.0,3,14,4,202,250,"Crime, Drama, Mystery Anurag Kashyap Kalki Koechlin Prashant Prakash"
That's What It's All About: The Journey of Prem Ratan Dhan Payo,2016.0,65.0,Documentary,4.2,10.0,Vidhi Kasliwal,Sooraj R. Barjatya,Swara Bhaskar,Deepak Dobriyal,10.0,1,3,1,218,2433,Documentary Vidhi Kasliwal Sooraj R. Barjatya Swara Bhaskar
Thavasi,2001.0,165.0,"Action, Comedy, Drama",4.8,100.0,Udayshankar,Vijayakanth,Soundarya,Vadivelu,25.0,3,1,2,19,2381,"Action, Comedy, Drama Udayshankar Vijayakanth Soundarya"
Thayillamal Nannilai,1979.0,135.0,"Action, Drama",6.3,60.0,R. Thyagaraajan,Kamal Haasan,Sridevi,Rajinikanth,47.0,2,6,31,38,1567,"Action, Drama R. Thyagaraajan Kamal Haasan Sridevi"
The Accidental Prime Minister,2019.0,112.0,"Biography, Drama",6.0,6373.0,Vijay Ratnakar Gutte,Anupam Kher,Akshaye Khanna,Suzanne Bernert,7.0,2,1,15,134,2449,"Biography, Drama Vijay Ratnakar Gutte Anupam Kher Akshaye Khanna"
The Angrez,2005.0,110.0,Comedy,7.3,425.0,Kuntaa Nikkil,Kuntaa Nikkil,Mast Ali,Sowmya Bollapragada,21.0,1,2,2,145,1091,Comedy Kuntaa Nikkil Kuntaa Nikkil Mast Ali
The Angrez 2,2015.0,99.0,"Action, Comedy",7.1,57.0,Kuntaa Nikkil,Kuntaa Nikkil,Raghu Kumar Karumanchi,Izeqiel McCoy,11.0,2,2,2,17,1091,"Action, Comedy Kuntaa Nikkil Kuntaa Nikkil Raghu Kumar Karumanchi"
The Announcement of War,1989.0,149.0,Action,5.7,81.0,Anil Sharma,Dharmendra,Jaya Prada,Dara Singh,37.0,1,13,90,0,220,Action Anil Sharma Dharmendra Jaya Prada
The Arms Drop,2014.0,94.0,"Documentary, Biography, Drama",6.8,139.0,Andreas Koefoed,Musta Ali,Mikhail Belinson,Sami Darr,12.0,3,1,1,223,203,"Documentary, Biography, Drama Andreas Koefoed Musta Ali Mikhail Belinson"
The Artist,2011.0,100.0,Thriller,6.4,9.0,Sunil Prem Vyas,Mamta Bhatia,Sunil Prem Vyas,Unknown,15.0,1,1,1,387,2281,Thriller Sunil Prem Vyas Mamta Bhatia Sunil Prem Vyas
The Attacks of 26/11,2013.0,116.0,"Action, Crime, Drama",6.9,4752.0,Ram Gopal Varma,Nana Patekar,Atul Kulkarni,Sanjeev Jaiswal,13.0,3,34,18,28,1721,"Action, Crime, Drama Ram Gopal Varma Nana Patekar Atul Kulkarni"
The BFG,2016.0,117.0,"Adventure, Family, Fantasy",6.4,79642.0,Steven Spielberg,Mark Rylance,Ruby Barnhill,Penelope Wilton,10.0,3,1,1,102,2215,"Adventure, Family, Fantasy Steven Spielberg Mark Rylance Ruby Barnhill"
The Big Bull,2021.0,153.0,"Biography, Crime, Drama",6.1,11536.0,Kookie Gulati,Abhishek Bachchan,Nikita Dutta,Ileana D'Cruz,5.0,3,2,16,132,1056,"Biography, Crime, Drama Kookie Gulati Abhishek Bachchan Nikita Dutta"
The Blue Umbrella,2005.0,90.0,"Comedy, Drama, Family",7.4,1952.0,Vishal Bhardwaj,Pankaj Kapur,Shriya Sharma,Deepak Dobriyal,21.0,3,10,7,155,2495,"Comedy, Drama, Family Vishal Bhardwaj Pankaj Kapur Shriya Sharma"
The Blueberry Hunt,2016.0,110.0,"Action, Thriller",5.6,198.0,Anup Kurian,Kartik Elangovan,Vinay Forrt,Aahana Kumra,10.0,2,2,1,78,243,"Action, Thriller Anup Kurian Kartik Elangovan Vinay Forrt"
The Body,2019.0,101.0,"Mystery, Thriller",5.4,2965.0,Jeethu Joseph,Emraan Hashmi,Rishi Kapoor,Sobhita Dhulipala,7.0,2,1,25,370,871,"Mystery, Thriller Jeethu Joseph Emraan Hashmi Rishi Kapoor"
The Brawler,2017.0,154.0,"Action, Drama, Sport",8.0,6847.0,Anurag Kashyap,Vineet Kumar Singh,Jimmy Sheirgill,Zoya Hussain,9.0,3,14,2,48,250,"Action, Drama, Sport Anurag Kashyap Vineet Kumar Singh Jimmy Sheirgill"
The Bright Day,2013.0,90.0,Drama,5.9,126.0,Mohit Takalkar,Mohan Agashe,Radhika Apte,Rajit Kapoor,13.0,1,1,8,246,1278,Drama Mohit Takalkar Mohan Agashe Radhika Apte
The Burning Train,1980.0,142.0,"Action, Thriller",6.8,1442.0,Ravi Chopra,Dharmendra,Vinod Khanna,Jeetendra,46.0,2,9,90,78,1771,"Action, Thriller Ravi Chopra Dharmendra Vinod Khanna"
The Chalbaaz,1997.0,137.0,Action,8.3,49.0,Mohan Babu,Shilpa Shetty Kundra,Unknown,Unknown,29.0,1,3,3,0,1257,Action Mohan Babu Shilpa Shetty Kundra Unknown
The Chess Players,1977.0,129.0,"Comedy, Drama, History",7.6,3316.0,Satyajit Ray,Sanjeev Kumar,Saeed Jaffrey,Shabana Azmi,49.0,3,2,53,157,2037,"Comedy, Drama, History Satyajit Ray Sanjeev Kumar Saeed Jaffrey"
The Churning,1976.0,134.0,Drama,7.7,540.0,Shyam Benegal,Girish Karnad,Smita Patil,Naseeruddin Shah,50.0,1,22,5,246,2158,Drama Shyam Benegal Girish Karnad Smita Patil
The Cinema Travellers,2016.0,96.0,Documentary,7.7,98.0,Shirley Abraham,Amit Madheshiya,Unknown,Unknown,10.0,1,1,1,218,2123,Documentary Shirley Abraham Amit Madheshiya Unknown
The Court Dancer: Raj Narkati,1941.0,144.0,Drama,6.4,19.0,Modhu Bose,Sadhona Bose,Protima Dasgupta,Binita Gupta,85.0,1,2,2,246,1254,Drama Modhu Bose Sadhona Bose Protima Dasgupta
The Darjeeling Limited,2007.0,91.0,"Adventure, Comedy, Drama",7.2,185127.0,Wes Anderson,Owen Wilson,Adrien Brody,Jason Schwartzman,19.0,3,1,2,88,2517,"Adventure, Comedy, Drama Wes Anderson Owen Wilson Adrien Brody"
The Dark Side of Life: Mumbai City,2018.0,125.0,Drama,5.9,478.0,Tariq Khan,Avii,Mahesh Bhatt,Sayed Gul,8.0,1,2,1,246,2354,Drama Tariq Khan Avii Mahesh Bhatt
The Deceivers,1988.0,102.0,"Adventure, Crime, Drama",6.1,944.0,Nicholas Meyer,Pierce Brosnan,Saeed Jaffrey,Shashi Kapoor,38.0,3,1,1,91,1371,"Adventure, Crime, Drama Nicholas Meyer Pierce Brosnan Saeed Jaffrey"
The Dirty MMS,2014.0,93.0,Drama,2.4,18.0,Sudhir Pillai,Rakesh,Sudhir,Gunj,12.0,1,1,1,246,2239,Drama Sudhir Pillai Rakesh Sudhir
The Dirty Picture,2011.0,144.0,"Biography, Comedy, Drama",6.6,8931.0,Milan Luthria,Vidya Balan,Emraan Hashmi,Tusshar Kapoor,15.0,3,9,8,131,1242,"Biography, Comedy, Drama Milan Luthria Vidya Balan Emraan Hashmi"
The Dirty Relation,2013.0,121.0,Thriller,3.6,12.0,Kesar Matharu,Sanjay Chauhan,Jasleen Matharu,Kanwaljeet Matharu,13.0,1,1,1,387,1022,Thriller Kesar Matharu Sanjay Chauhan Jasleen Matharu
The Don,1995.0,135.0,"Crime, Drama",6.0,85.0,Farogh Siddique,Mithun Chakraborty,Sonali Bendre,Jugal Hansraj,31.0,2,4,93,196,627,"Crime, Drama Farogh Siddique Mithun Chakraborty Sonali Bendre"
The Dream Job,2017.0,138.0,Drama,6.0,14.0,Mukesh Mishra,Sadhvi Bhatt,Zuber K. Khan,Prasad Shikhare,9.0,1,1,1,246,1294,Drama Mukesh Mishra Sadhvi Bhatt Zuber K. Khan
The Elder One,2019.0,125.0,"Action, Crime, Drama",7.5,1707.0,Geethu Mohandas,Nivin Pauly,Shashank Arora,Sanjana Dipu,7.0,3,2,1,28,674,"Action, Crime, Drama Geethu Mohandas Nivin Pauly Shashank Arora"
The Fakir of Venice,2009.0,87.0,Drama,5.1,265.0,Anand Surapur,Farhan Akhtar,Annu Kapoor,Jhilmil Hazrika,17.0,1,1,7,246,195,Drama Anand Surapur Farhan Akhtar Annu Kapoor
The Fiancee,1953.0,151.0,"Drama, Romance",6.9,137.0,Bimal Roy,Ashok Kumar,Meena Kumari,Asitbaran,73.0,2,12,91,301,425,"Drama, Romance Bimal Roy Ashok Kumar Meena Kumari"
The Film,2005.0,144.0,"Crime, Drama, Mystery",6.4,84.0,Zunaid Memon,Nassar Abdulla,Ravi Baswani,Rakesh Bedi,21.0,3,1,3,202,2549,"Crime, Drama, Mystery Zunaid Memon Nassar Abdulla Ravi Baswani"
The Film Emotional Atyachar,2010.0,87.0,"Comedy, Crime, Drama",6.0,291.0,Akshay Shere,Ranvir Shorey,Vinay Pathak,Ravi Kishan,16.0,3,1,4,148,137,"Comedy, Crime, Drama Akshay Shere Ranvir Shorey Vinay Pathak"
The Film Love.Com... The Ultimate Killing Site,2010.0,92.0,"Action, Crime, Drama",3.4,16.0,Vinod Mukhi,Jai Kalra,Mika Singh,Mumait Khan,16.0,3,2,1,28,2483,"Action, Crime, Drama Vinod Mukhi Jai Kalra Mika Singh"
The Final Exit,2017.0,119.0,Horror,6.2,41.0,Dhwanil Mehta,Kunaal Roy Kapur,Mukesh Hariawala,Elena Kazan,9.0,1,1,3,333,570,Horror Dhwanil Mehta Kunaal Roy Kapur Mukesh Hariawala
The Firm Land,2008.0,95.0,Drama,5.4,13.0,Chapour Haghighat,Prem Datta,Change Ji,Abu Lala,18.0,1,1,1,246,470,Drama Chapour Haghighat Prem Datta Change Ji
The Flip Side: A Truth That Could Not Reach You,2015.0,48.0,Documentary,9.2,97.0,Utpal Kalal,Subramanian Swamy,Shiva Shambh Bhatt,Asaram Bapu,11.0,1,1,1,218,2394,Documentary Utpal Kalal Subramanian Swamy Shiva Shambh Bhatt
The Forest,2009.0,88.0,"Drama, Horror, Thriller",5.0,114.0,Ashvin Kumar,Ankur Vikal,Javed Jaffrey,Nandana Sen,17.0,3,3,1,287,324,"Drama, Horror, Thriller Ashvin Kumar Ankur Vikal Javed Jaffrey"
The Gentleman,1994.0,161.0,"Action, Drama",5.2,192.0,Mahesh Bhatt,Chiranjeevi,Juhi Chawla,Paresh Rawal,32.0,2,39,13,38,1142,"Action, Drama Mahesh Bhatt Chiranjeevi Juhi Chawla"
The Ghazi Attack,2017.0,116.0,"Action, Thriller, War",7.6,12367.0,Sankalp Reddy,Rana Daggubati,Kay Kay Menon,Atul Kulkarni,9.0,3,1,1,82,2009,"Action, Thriller, War Sankalp Reddy Rana Daggubati Kay Kay Menon"
The Girl on the Train,2021.0,120.0,"Crime, Drama, Mystery",4.4,7312.0,Ribhu Dasgupta,Aditi Rao Hydari,Kirti Kulhari,Parineeti Chopra,5.0,3,3,1,202,1805,"Crime, Drama, Mystery Ribhu Dasgupta Aditi Rao Hydari Kirti Kulhari"
The Goa Run,2014.0,112.0,"Action, Crime, Romance",7.1,58.0,John Owen,Rajeev Khandelwal,Prashant Narayanan,Lekha Washington,12.0,3,1,7,35,901,"Action, Crime, Romance John Owen Rajeev Khandelwal Prashant Narayanan"
The Good Road,2013.0,92.0,Drama,6.1,532.0,Gyan Correa,Ajay Gehi,Sonali Kulkarni,Shamji Dhana Kerasia,13.0,1,1,1,246,713,Drama Gyan Correa Ajay Gehi Sonali Kulkarni
The Great Gambler,1979.0,105.0,"Action, Crime, Romance",6.5,619.0,Shakti Samanta,Amitabh Bachchan,Zeenat Aman,Neetu Singh,47.0,3,34,104,35,2072,"Action, Crime, Romance Shakti Samanta Amitabh Bachchan Zeenat Aman"
The Great Indian Butterfly,2007.0,110.0,Drama,6.2,179.0,Sarthak Dasgupta,Aamir Bashir,Sandhya Mridul,Koel Purie,19.0,1,2,3,246,2023,Drama Sarthak Dasgupta Aamir Bashir Sandhya Mridul
The Great Indian Escape,2019.0,117.0,"Adventure, Biography, Drama",7.1,39.0,Taranjiet Singh Namdhari,Raghav Rishi,Raaj Singh Arora,Asheesh Kapur,7.0,3,1,1,85,2351,"Adventure, Biography, Drama Taranjiet Singh Namdhari Raghav Rishi Raaj Singh Arora"
The Great Indian Marriage Bazaar,2011.0,60.0,"Documentary, Drama, News",6.5,14.0,Ruchika Muchhala,Faiza Ahmad Khan,Unknown,Unknown,15.0,3,1,1,234,1846,"Documentary, Drama, News Ruchika Muchhala Faiza Ahmad Khan Unknown"
The Grey,2020.0,90.0,"Drama, Mystery",6.5,60.0,Tushar Waghela,Tarush Waghela,Vishay Waghela,Yashwant Anand Gupta,6.0,2,1,1,297,2377,"Drama, Mystery Tushar Waghela Tarush Waghela Vishay Waghela"
The Hero of Color City,2014.0,77.0,"Animation, Adventure, Family",4.1,528.0,Frank Gladstone,Owen Wilson,Christina Ricci,Rosie Perez,12.0,3,1,2,119,638,"Animation, Adventure, Family Frank Gladstone Owen Wilson Christina Ricci"
The Hero: Love Story of a Spy,2003.0,160.0,"Action, Adventure, Drama",5.3,2133.0,Anil Sharma,Sunny Deol,Preity Zinta,Priyanka Chopra Jonas,23.0,3,13,53,5,220,"Action, Adventure, Drama Anil Sharma Sunny Deol Preity Zinta"
The Hidden Strike,2020.0,100.0,War,3.5,41.0,Suzad Iqbal Khan,Deepraj Rana,Mir Sarwar,Jimmy Sharma,6.0,1,4,1,393,2320,War Suzad Iqbal Khan Deepraj Rana Mir Sarwar
The Himalayan Diaries,2019.0,80.0,"Comedy, Romance",8.0,9.0,Anjanikumar Tripathi,Nikita Sharma,Priyanshu Solanki,Mahesh Gahalot,7.0,2,1,1,187,228,"Comedy, Romance Anjanikumar Tripathi Nikita Sharma Priyanshu Solanki"
The Holy Fish,2017.0,89.0,Drama,7.2,16.0,Sandeep Mishra,Vimal Chandra Pandey,Ashwini Agarwal,Sayyed Iqbal Ahmed,9.0,1,1,1,246,1967,Drama Sandeep Mishra Vimal Chandra Pandey Ashwini Agarwal
The Holy Wives,2010.0,76.0,Documentary,8.0,19.0,Ritesh Sharma,Unknown,Unknown,Unknown,16.0,1,1,75,218,1815,Documentary Ritesh Sharma Unknown Unknown
The House Next Door,2017.0,137.0,Horror,6.8,2139.0,Milind Rau,Prakash Belawadi,Khushi Hajare,Andrea Jeremiah,9.0,1,1,1,333,1247,Horror Milind Rau Prakash Belawadi Khushi Hajare
The Hundred Bucks,2020.0,102.0,Drama,6.8,10.0,Dushyant Pratap Singh,Kavita Tripathi,Rajesh Mishra,Dinesh Bawara,6.0,1,1,1,246,599,Drama Dushyant Pratap Singh Kavita Tripathi Rajesh Mishra
The Hundred-Foot Journey,2014.0,122.0,"Comedy, Drama",7.3,78340.0,Lasse Hallström,Helen Mirren,Om Puri,Manish Dayal,12.0,2,1,1,154,1102,"Comedy, Drama Lasse Hallström Helen Mirren Om Puri"
The Hungry,2017.0,100.0,Drama,7.2,894.0,Bornila Chatterjee,Naseeruddin Shah,Tisca Chopra,Neeraj Kabi,9.0,1,1,43,246,436,Drama Bornila Chatterjee Naseeruddin Shah Tisca Chopra
The Idiotmaker's Gravity Tour,2011.0,106.0,"Comedy, Drama",6.4,27.0,Daniel Kremer,William Cully Allen,K.J. Linhein,Alanna Blair,15.0,2,1,1,154,495,"Comedy, Drama Daniel Kremer William Cully Allen K.J. Linhein"
The Impossible Murder,2010.0,82.0,Mystery,6.4,34.0,Sareesh Sudhakaran,Hemu Adhikari,Minnakshi Das,Ajay Gatlewar,16.0,1,1,1,363,2019,Mystery Sareesh Sudhakaran Hemu Adhikari Minnakshi Das
The Indian Post Graduate,2018.0,105.0,Drama,4.2,8.0,Krishna Gopal,Ajay Arya,Shree Radhe Khanduja,Unknown,8.0,1,1,1,246,1065,Drama Krishna Gopal Ajay Arya Shree Radhe Khanduja
The Jinx,2017.0,118.0,Thriller,6.0,12.0,Prince,Kanak Pandey,Rajesh Raja,Aditi Singh,9.0,1,1,1,387,1535,Thriller Prince Kanak Pandey Rajesh Raja
The Journey of Karma,2018.0,98.0,Drama,6.6,89.0,Jagbir Dahiya,Shakti Kapoor,Poonam Pandey,Gauri Shankar,8.0,1,1,4,246,820,Drama Jagbir Dahiya Shakti Kapoor Poonam Pandey
The Journey Weekend Night,2020.0,122.0,Thriller,6.1,7.0,Shaik Khaja Hussain,Yash Agarwal,Imran Ali,Arti Gaikwad,6.0,1,1,1,387,2061,Thriller Shaik Khaja Hussain Yash Agarwal Imran Ali
The Karma Killings,2016.0,83.0,"Documentary, Crime, Mystery",6.9,169.0,Ram Devineni,Tushar Prakash,Unknown,Unknown,10.0,3,1,1,230,1720,"Documentary, Crime, Mystery Ram Devineni Tushar Prakash Unknown"
The Killer,2006.0,117.0,"Action, Crime, Drama",4.7,1069.0,Hasnain Hyderabadwala,Raksha Mistry,Irrfan Khan,Emraan Hashmi,20.0,3,5,3,28,742,"Action, Crime, Drama Hasnain Hyderabadwala Raksha Mistry Irrfan Khan"
The Last Color,2019.0,90.0,Drama,7.9,778.0,Vikas Khanna,Anuj Tyagi,Vajid Ali,Ankita,7.0,1,1,1,246,2463,Drama Vikas Khanna Anuj Tyagi Vajid Ali
The Last Tale of Kayenaat,2016.0,140.0,Thriller,5.9,22.0,Iqbal Baksh,Vani Vashishth,Zeeshan Khan,Aman Sandhu,10.0,1,1,1,387,790,Thriller Iqbal Baksh Vani Vashishth Zeeshan Khan
The Lastbenchers,2014.0,147.0,"Biography, Comedy, Drama",7.3,29.0,Prajact Rebeloma,Prajakt Rebeloma,Pooja Bhattad,Shriya Fule,12.0,3,1,1,131,1492,"Biography, Comedy, Drama Prajact Rebeloma Prajakt Rebeloma Pooja Bhattad"
The Legend of Bhagat Singh,2002.0,155.0,"Action, Biography, Drama",8.1,15250.0,Rajkumar Santoshi,Ajay Devgn,Sushant Singh,D. Santosh,24.0,3,14,70,16,1688,"Action, Biography, Drama Rajkumar Santoshi Ajay Devgn Sushant Singh"
The Legend of Drona,2008.0,138.0,"Action, Adventure, Fantasy",2.0,2442.0,Goldie Behl,Jayshree Arora,Veer Arya,Abhishek Bachchan,18.0,3,2,1,7,685,"Action, Adventure, Fantasy Goldie Behl Jayshree Arora Veer Arya"
The Lift Boy,2019.0,107.0,"Comedy, Drama",7.2,2375.0,Jonathan Augustin,Moin Khan,Nyla Masood,Sagar Kale,7.0,2,1,1,154,903,"Comedy, Drama Jonathan Augustin Moin Khan Nyla Masood"
The Light of the World,1931.0,124.0,"Drama, Fantasy",6.2,112.0,Ardeshir Irani,Master Vithal,Zubeida,Jillo,95.0,2,1,1,268,267,"Drama, Fantasy Ardeshir Irani Master Vithal Zubeida"
